Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
0.0;0.0;0.2857142857142857;0.46604651162790756;1.0;0.0;0.575;0.0;0.046511627906976744;0.4186046511627907;0.18181818181818182;0.30303030303030304;0.6339217191097466;1.0;0.0;0.0;1.0;0.0;0.0;0.17647058823529416;0.0;0.0;0.375;0.5;0.38095238095238093;0.6622516556291391;0.0;0.0;0.375;0.5;0.3333333333333333;0.6596153846153846;0.0;0.37209302325581406;0.4888888888888888;0.7661822985468957;1
0.0;0.0;0.2857142857142857;0.9144186046511633;1.0;0.0;0.6250000000000002;0.0;0.4186046511627907;0.4186046511627907;0.42424242424242425;0.42424242424242425;0.4543361473522638;1.0;0.0;0.0;1.0;0.0;0.0;0.05882352941176472;0.0;0.0;0.625;0.4375;0.5714285714285714;0.6181015452538631;0.0;0.0;0.625;0.5;0.5;0.7269230769230769;0.0;0.9999999999999999;0.24444444444444446;0.4147952443857331;1
0.0;0.0;0.8571428571428571;0.0;1.0;0.0;0.32499999999999996;0.0;0.0;0.0;0.5454545454545454;0.48484848484848486;0.38833461243284706;0.0;0.0;0.0;1.0;0.0;1.0;0.23529411764705888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.40697674418604646;0.3111111111111111;0.8031704095112285;1
0.0;0.30357142857142855;1.0;0.7302325581395355;1.0;0.0;0.40833333333333344;0.0;0.0;0.8604651162790697;0.24242424242424243;0.42424242424242425;0.4113584036838063;1.0;0.0;0.0;1.0;0.0;0.0;0.17647058823529416;0.0;0.0;0.625;0.875;0.6666666666666666;0.6059602649006622;0.0;0.0;0.75;0.5625;0.6666666666666666;0.6151923076923077;0.0;0.5930232558139535;1.0;0.3117569352708058;1
0.0;0.0;1.0;0.6955038759689929;1.0;0.0;0.6583333333333334;0.0;0.4186046511627907;0.4186046511627907;0.06060606060606061;0.06060606060606061;0.4681504221028394;1.0;0.0;0.0;1.0;0.0;0.0;0.05882352941176472;0.0;0.0;0.75;0.75;0.6666666666666666;0.6811731315042574;0.0;0.0;0.75;0.75;0.5833333333333333;0.6923076923076923;0.0;0.5930232558139535;1.0;0.3117569352708058;1
0.0;0.0;1.0;0.80093023255814;1.0;0.0;0.3750000000000002;0.0;0.0;0.8604651162790697;0.24242424242424243;0.42424242424242425;0.3054489639293936;1.0;0.0;0.0;1.0;0.0;1.0;0.11764705882352944;0.0;0.0;0.5;0.5;0.5714285714285714;0.7086092715231788;0.0;0.0;0.5;0.4375;0.5;0.6615384615384615;0.0;0.40697674418604646;0.3111111111111111;0.8031704095112285;1
0.0;0.0;0.2857142857142857;0.6955038759689929;1.0;0.0;0.39166666666666683;0.0;0.4186046511627907;0.4186046511627907;0.18181818181818182;0.42424242424242425;0.4435917114351495;0.0;0.0;0.0;1.0;0.0;0.0;0.11764705882352944;0.0;0.0;0.625;0.5;0.5714285714285714;0.704459161147903;0.0;0.0;0.75;0.5625;0.5833333333333333;0.7599999999999999;0.0;0.40697674418604646;0.3111111111111111;0.8031704095112285;1
0.0;0.0;0.2857142857142857;0.533023255813954;1.0;0.0;0.8083333333333333;0.0;0.4186046511627907;0.8604651162790697;0.5454545454545454;0.5454545454545454;0.9516500383729849;1.0;0.0;1.0;1.0;0.0;1.0;0.05882352941176472;0.0;0.0;0.5;0.5;0.47619047619047616;0.614569536423841;0.0;0.0;0.5;0.75;0.3333333333333333;0.5923076923076923;0.0;0.0;0.7555555555555555;0.5785997357992074;1
0.0;0.2857142857142857;0.5714285714285714;0.533023255813954;1.0;0.0;0.20833333333333348;0.0;0.4186046511627907;0.8604651162790697;0.42424242424242425;0.48484848484848486;0.328472755180353;1.0;0.0;0.0;1.0;0.0;0.0;0.23529411764705888;0.0;0.0;0.5;0.5625;0.5714285714285714;0.6026490066225165;0.0;0.0;0.5;0.5625;0.5;0.7153846153846154;0.0;0.9999999999999999;0.24444444444444446;0.4147952443857331;1
0.0;0.0;0.2857142857142857;0.4381395348837209;1.0;0.0;0.5916666666666666;0.0;0.4186046511627907;0.4186046511627907;0.18181818181818182;0.18181818181818182;0.5525709900230236;1.0;0.0;0.0;1.0;0.0;0.0;0.05882352941176472;0.0;0.0;0.375;0.5625;0.47619047619047616;0.6710816777041942;0.0;0.0;0.375;0.4375;0.3333333333333333;0.7;0.0;0.2093023255813954;0.0;0.12417437252311753;1
0.0;0.0;0.2857142857142857;0.47658914728682156;1.0;0.0;0.5416666666666667;0.0;0.4186046511627907;0.0;0.5454545454545454;0.5454545454545454;0.4159631619339983;1.0;0.0;0.0;1.0;0.0;0.0;0.17647058823529416;0.0;0.0;0.375;0.375;0.47619047619047616;0.6357615894039735;0.0;0.0;0.375;0.375;0.41666666666666663;0.6641025641025641;0.0;0.9999999999999999;0.24444444444444446;0.4147952443857331;1
0.0;0.2857142857142857;0.5714285714285714;0.6955038759689929;1.0;0.0;0.40833333333333344;0.0;0.046511627906976744;0.046511627906976744;0.06060606060606061;0.6060606060606061;0.36531082118188785;1.0;0.0;0.0;1.0;1.0;0.0;0.11764705882352944;0.0;0.0;0.625;0.5625;0.5714285714285714;0.6852097130242825;0.0;0.0;0.625;0.4375;0.5;0.7385897435897436;0.0;0.9999999999999999;0.24444444444444446;0.4147952443857331;1
0.0;0.7678571428571428;0.2857142857142857;0.38728682170542683;1.0;0.0;0.7916666666666667;0.0;0.06976744186046512;0.09302325581395349;0.24242424242424243;0.12121212121212122;0.8442056792018413;0.0;0.0;0.0;1.0;1.0;0.0;0.23529411764705888;0.0;0.0;0.5;0.9375;0.47619047619047616;0.6281929990539262;0.0;0.0;0.5;1.0;0.41666666666666663;0.5692307692307692;0.0;0.9999999999999999;0.24444444444444446;0.4147952443857331;1
0.0;0.8928571428571428;0.2857142857142857;0.42883720930232627;1.0;0.0;0.3750000000000002;0.0;0.9534883720930232;0.046511627906976744;1.0;1.0;0.5372217958557173;1.0;0.0;0.0;1.0;1.0;0.0;0.17647058823529416;0.0;0.0;0.5;0.4375;0.5714285714285714;0.6799116997792495;0.0;0.0;0.5;0.5625;0.3333333333333333;0.7215384615384615;0.0;0.15116279069767458;0.4888888888888888;1.0;1
0.0;0.0;0.2857142857142857;0.47658914728682156;1.0;0.0;0.675;0.0;0.0;0.0;0.24242424242424243;0.36363636363636365;0.6722947045280121;0.0;0.0;0.0;0.0;1.0;0.0;0.05882352941176472;0.0;0.0;0.375;0.5625;0.2857142857142857;0.6004415011037528;0.0;0.0;0.375;0.5;0.16666666666666666;0.7269230769230769;0.0;0.15116279069767458;0.4888888888888888;1.0;1
0.0;0.30357142857142855;0.2857142857142857;0.0;0.0;0.0;0.5916666666666666;0.0;0.4186046511627907;0.0;0.5454545454545454;0.30303030303030304;0.6062931696085954;1.0;0.0;0.0;1.0;0.0;0.0;0.11764705882352944;0.0;0.0;0.5;0.375;0.5714285714285714;0.6710816777041942;0.0;0.0;0.5;0.5;0.5;0.7740384615384615;0.0;0.5581395348837211;0.28888888888888886;0.7727873183619551;1
0.0;0.0;0.2857142857142857;1.0;0.0;0.0;0.45833333333333326;0.0;0.023255813953488372;0.8372093023255813;0.18181818181818182;0.5454545454545454;0.5587106676899463;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.375;0.375;0.47619047619047616;0.656953642384106;0.0;0.0;0.375;0.5625;0.41666666666666663;0.7230769230769231;0.0;0.7325581395348838;0.11111111111111112;0.6406869220607662;1
0.0;0.6785714285714285;0.2857142857142857;0.0;1.0;0.0;0.45833333333333326;0.0;0.8604651162790697;0.8372093023255813;0.5454545454545454;0.36363636363636365;0.11511895625479651;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.625;0.4375;0.0;0.0;0.0;0.0;0.625;0.4375;0.08333333333333333;0.5384615384615384;0.0;0.15116279069767458;0.4888888888888888;1.0;0
0.0;0.6785714285714285;0.2857142857142857;0.4592248062015507;1.0;0.0;0.51;0.0;0.7674418604651162;0.8372093023255813;0.0;0.0;0.5188027628549501;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.7555555555555555;0.5785997357992074;0
0.0;0.7499999999999999;0.2857142857142857;0.47658914728682156;1.0;0.0;0.6250000000000002;0.0;0.8372093023255813;0.8372093023255813;0.36363636363636365;0.36363636363636365;0.42824251726784324;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.375;0.625;0.09523809523809523;0.5298013245033113;0.0;0.0;0.375;0.5;0.16666666666666666;0.6461538461538461;0.0;0.9999999999999999;0.24444444444444446;0.4147952443857331;0
0.0;0.6785714285714285;0.2857142857142857;1.0;0.0;0.0;0.29166666666666674;0.0;0.4186046511627907;0.4186046511627907;0.5454545454545454;0.18181818181818182;0.2900997697620875;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.375;0.5;0.47619047619047616;0.5827814569536424;0.0;0.0;0.375;0.3125;0.41666666666666663;0.6246153846153846;0.0;0.0;0.7555555555555555;0.5785997357992074;1
0.0;0.7678571428571428;0.2857142857142857;0.46604651162790756;1.0;0.0;0.29166666666666674;0.0;0.06976744186046512;0.06976744186046512;0.18181818181818182;0.36363636363636365;0.38372985418265526;0.0;0.0;1.0;0.0;0.0;0.0;0.17647058823529416;0.0;0.0;0.5;0.8125;0.2857142857142857;0.6181015452538631;0.0;0.0;0.5;0.6875;0.25;0.6461538461538461;0.0;0.5581395348837211;0.28888888888888886;0.7727873183619551;0
0.0;0.0;1.0;0.8648062015503877;1.0;0.0;0.39166666666666683;0.0;0.046511627906976744;0.046511627906976744;0.12121212121212122;0.12121212121212122;0.400613967766692;0.0;0.0;1.0;1.0;0.0;0.0;0.05882352941176472;0.0;0.0;0.5;0.375;0.38095238095238093;0.6754966887417219;0.0;0.0;0.375;0.3125;0.0;0.0;0.0;0.5930232558139535;1.0;0.3117569352708058;0
0.0;0.0;0.5714285714285714;0.47658914728682156;1.0;0.0;0.5083333333333335;0.0;0.046511627906976744;0.4186046511627907;0.12121212121212122;0.42424242424242425;0.38986953184957773;1.0;0.0;0.0;1.0;0.0;0.0;0.2941176470588236;0.0;0.0;0.375;0.3125;0.47619047619047616;0.7841059602649006;0.0;0.0;0.375;0.3125;0.41666666666666663;0.8507692307692307;0.0;0.15116279069767458;0.4888888888888888;1.0;1
0.0;0.0;1.0;0.6955038759689929;1.0;0.0;0.008333333333333304;0.0;0.0;0.046511627906976744;0.12121212121212122;0.12121212121212122;0.0859554873369146;1.0;0.0;0.0;1.0;0.0;0.0;0.2941176470588236;0.0;0.0;0.625;0.5625;0.47619047619047616;0.737907284768212;0.0;0.0;0.75;0.5625;0.5833333333333333;0.7723076923076921;0.0;0.40697674418604646;0.3111111111111111;0.8031704095112285;1
0.0;0.2857142857142857;0.2857142857142857;0.8648062015503877;1.0;0.0;0.29166666666666674;0.0;0.0;0.8604651162790697;0.30303030303030304;0.30303030303030304;0.405218726016884;0.0;0.0;0.0;0.0;0.0;0.0;0.17647058823529416;0.0;0.0;0.5;0.4375;0.38095238095238093;0.6887417218543046;0.0;0.0;0.5;0.4375;0.41666666666666663;0.7430769230769231;0.0;0.5581395348837211;0.28888888888888886;0.7727873183619551;0
0.0;0.6785714285714285;0.2857142857142857;1.0;0.0;0.0;0.51;0.0;0.8372093023255813;0.8372093023255813;0.5454545454545454;0.5454545454545454;0.22563315425940145;0.0;0.0;0.0;1.0;0.0;0.0;0.7058823529411764;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.9999999999999999;0.24444444444444446;0.4147952443857331;0
0.0;0.2857142857142857;0.2857142857142857;1.0;0.0;0.0;0.8583333333333332;0.0;0.8604651162790697;0.8604651162790697;0.24242424242424243;0.30303030303030304;0.6001534919416727;0.0;0.0;0.0;1.0;0.0;0.0;0.4117647058823528;0.0;0.0;0.375;0.5625;0.19047619047619047;0.609271523178808;0.0;0.0;0.375;0.6875;0.25;0.7717948717948717;0.0;0.0;0.7555555555555555;0.5785997357992074;1
0.0;0.2857142857142857;0.5714285714285714;0.533023255813954;1.0;0.0;0.45833333333333326;0.0;0.4186046511627907;0.4186046511627907;0.5454545454545454;0.5454545454545454;0.5003837298541824;1.0;0.0;0.0;1.0;0.0;0.0;0.05882352941176472;0.0;0.0;0.5;0.375;0.5714285714285714;0.6181015452538631;0.0;0.0;0.5;0.5;0.41666666666666663;0.7107692307692307;0.0;0.40697674418604646;0.3111111111111111;0.8031704095112285;1
0.0;0.2857142857142857;1.0;0.6955038759689929;1.0;0.0;0.4916666666666669;0.0;0.8372093023255813;0.4186046511627907;0.42424242424242425;0.42424242424242425;0.5740598618572521;1.0;0.0;0.0;1.0;0.0;1.0;0.2941176470588236;0.0;0.0;0.625;0.5;0.5714285714285714;0.7161147902869757;0.0;0.0;0.75;0.5625;0.5833333333333333;0.7415384615384615;0.0;0.40697674418604646;0.3111111111111111;0.8031704095112285;1
0.0;0.7678571428571428;0.2857142857142857;0.0;0.0;0.0;0.45833333333333326;0.0;0.0;0.4186046511627907;0.5454545454545454;0.5454545454545454;0.5894090560245584;0.0;0.0;0.0;1.0;0.0;1.0;0.23529411764705888;0.0;0.0;0.5;0.375;0.5714285714285714;0.609271523178808;0.0;0.0;0.5;0.4375;0.5;0.7153846153846154;0.0;0.5581395348837211;0.28888888888888886;0.7727873183619551;1
0.0;0.0;0.2857142857142857;0.533023255813954;1.0;0.0;0.6083333333333332;0.0;0.8372093023255813;0.8604651162790697;0.5454545454545454;0.5454545454545454;0.477359938603223;0.0;0.0;0.0;1.0;0.0;1.0;0.11764705882352944;0.0;0.0;0.5;0.4375;0.47619047619047616;0.6534216335540839;0.0;0.0;0.5;0.4375;0.5;0.691025641025641;0.0;0.5930232558139535;1.0;0.3117569352708058;1
0.0;0.6785714285714285;0.2857142857142857;0.5429457364341088;1.0;0.0;0.45833333333333326;0.0;0.4186046511627907;0.8604651162790697;0.5454545454545454;0.42424242424242425;0.2839600920951648;0.0;0.0;0.0;1.0;0.0;1.0;0.4117647058823528;0.0;0.0;0.5;0.375;0.5714285714285714;0.7240618101545253;0.0;0.0;0.5;0.375;0.5;0.7628205128205128;0.0;0.5581395348837211;0.28888888888888886;0.7727873183619551;1
0.0;0.0;0.2857142857142857;0.6955038759689929;1.0;0.0;0.6083333333333332;0.0;0.8372093023255813;0.8604651162790697;0.36363636363636365;0.36363636363636365;0.40368380660015335;1.0;0.0;0.0;1.0;0.0;1.0;0.11764705882352944;0.0;0.0;0.75;0.625;0.5714285714285714;0.6269315673289183;0.0;0.0;0.75;0.625;0.5;0.6371794871794871;0.0;0.2093023255813954;0.0;0.12417437252311753;1
0.0;0.0;0.2857142857142857;0.8648062015503877;1.0;0.0;0.40833333333333344;0.0;0.0;0.4186046511627907;0.42424242424242425;0.42424242424242425;0.4113584036838063;1.0;0.0;0.0;1.0;0.0;1.0;0.17647058823529416;0.0;0.0;0.5;0.6875;0.38095238095238093;0.7417218543046358;0.0;0.0;0.5;0.75;0.25;0.5923076923076923;0.0;0.2093023255813954;0.0;0.12417437252311753;1
0.0;0.0;0.8571428571428571;0.46604651162790756;1.0;0.0;1.0000000000000002;0.0;0.8372093023255813;0.8372093023255813;1.0;1.0;0.9869531849577895;0.0;0.0;0.0;1.0;0.0;0.0;0.11764705882352944;0.0;0.0;0.375;0.4375;0.47619047619047616;0.7795648060548722;0.0;0.0;0.375;0.3125;0.41666666666666663;0.8507692307692307;0.0;0.0;0.7555555555555555;0.5785997357992074;1
0.0;0.6785714285714285;0.2857142857142857;1.0;0.0;0.0;0.45833333333333326;0.0;0.8604651162790697;0.8604651162790697;0.5454545454545454;0.5454545454545454;0.38372985418265526;0.0;0.0;0.0;1.0;0.0;0.0;0.588235294117647;0.0;0.0;0.375;0.75;0.47619047619047616;0.5615894039735099;0.0;0.0;0.375;0.625;0.41666666666666663;0.5923076923076923;0.0;0.2093023255813954;0.0;0.12417437252311753;0
0.0;0.0;0.2857142857142857;0.6955038759689929;1.0;0.0;0.45833333333333326;0.0;0.0;0.4186046511627907;0.30303030303030304;0.30303030303030304;0.5234075211051417;1.0;0.0;0.0;1.0;0.0;0.0;0.05882352941176472;0.0;0.0;0.625;0.5625;0.6666666666666666;0.6910963944076527;0.0;0.0;0.75;0.625;0.6666666666666666;0.7320384615384615;0.0;0.9186046511627907;0.7999999999999999;0.0;1
0.0;0.10714285714285715;0.2857142857142857;0.5429457364341088;1.0;0.0;0.45833333333333326;0.0;0.0;0.046511627906976744;0.24242424242424243;0.18181818181818182;0.5372217958557173;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.5;0.625;0.0;0.0;0.0;0.0;0.5;0.375;0.0;0.0;0.0;0.5581395348837211;0.28888888888888886;0.7727873183619551;0
0.0;0.6785714285714285;0.2857142857142857;0.46604651162790756;1.0;0.0;0.44166666666666665;0.0;0.046511627906976744;0.046511627906976744;0.12121212121212122;0.12121212121212122;0.9255564082885648;1.0;0.0;0.0;1.0;0.0;0.0;0.588235294117647;0.0;0.0;0.5;0.5625;0.47619047619047616;0.6887417218543046;0.0;0.0;1.0;0.8125;0.8333333333333333;0.6946153846153846;0.0;0.5581395348837211;0.28888888888888886;0.7727873183619551;0
0.0;0.2857142857142857;0.2857142857142857;0.6955038759689929;1.0;0.0;0.6416666666666668;0.0;0.8604651162790697;0.8604651162790697;0.42424242424242425;0.6060606060606061;0.6876438986953184;1.0;0.0;0.0;1.0;0.0;0.0;0.05882352941176472;0.0;0.0;0.75;0.5;0.7619047619047619;0.7912582781456954;0.0;0.0;0.75;0.5;0.6666666666666666;0.8041923076923077;0.0;0.2093023255813954;0.0;0.12417437252311753;1
0.0;0.0;0.8571428571428571;0.0;1.0;0.0;0.3750000000000002;0.0;0.8604651162790697;0.8372093023255813;0.24242424242424243;0.5454545454545454;0.3100537221795854;1.0;0.0;0.0;1.0;0.0;0.0;0.05882352941176472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7555555555555555;0.5785997357992074;1
0.0;0.0;0.5714285714285714;0.6955038759689929;1.0;0.0;0.3750000000000002;0.0;0.4186046511627907;0.4186046511627907;0.5454545454545454;0.5454545454545454;0.3054489639293936;0.0;0.0;0.0;1.0;0.0;0.0;0.05882352941176472;0.0;0.0;0.625;0.5;0.5714285714285714;0.6958057395143488;0.0;0.0;0.75;0.75;0.5833333333333333;0.658076923076923;0.0;0.9999999999999999;0.24444444444444446;0.4147952443857331;1
