Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target;Marital status_binned;Application mode_binned;Application order_binned;Course_binned;Daytime/evening attendance	_binned;Previous qualification_binned;Previous qualification (grade)_binned;Nacionality_binned;Mother's qualification_binned;Father's qualification_binned;Mother's occupation_binned;Father's occupation_binned;Admission grade_binned;Displaced_binned;Educational special needs_binned;Debtor_binned;Tuition fees up to date_binned;Gender_binned;Scholarship holder_binned;Age at enrollment_binned;International_binned;Curricular units 1st sem (credited)_binned;Curricular units 1st sem (enrolled)_binned;Curricular units 1st sem (evaluations)_binned;Curricular units 1st sem (approved)_binned;Curricular units 1st sem (grade)_binned;Curricular units 1st sem (without evaluations)_binned;Curricular units 2nd sem (credited)_binned;Curricular units 2nd sem (enrolled)_binned;Curricular units 2nd sem (evaluations)_binned;Curricular units 2nd sem (approved)_binned;Curricular units 2nd sem (grade)_binned;Curricular units 2nd sem (without evaluations)_binned;Unemployment rate_binned;Inflation rate_binned;GDP_binned;Overall_Academic_Performance;Overall_Approval_Rate;Total_Course_Load;Success_Rate;Age_Academic_Interaction;Qualification_Performance;PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8;PC9;PC10;PC11;PC12;PC13;PC14;PC15;PC16;PC17;PC18;PC19;PC20
1;1;1.0;9670.0;1;1;139.0;1;38;19;5.0;7.0;130.6;1;0;0;1;0;0;18;0;0;6;6;6.0;12.333333333333334;0;0;6;7;5;14.2;0;13.9;-0.3;0.79;1;0.0;0.0;1.0;4.0;0.0;0.0;3.0;0.0;2.0;1.0;2.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;3.0;2.0;0.0;0.0;2.0;2.0;2.0;4.0;0.0;4.0;1.0;3.0;13.266666666666666;5.5;12;1.0;222.0;1714.3333333333335;0.6706843233934906;-1.3344386413570317;0.5299710278790508;0.651578974702467;-0.10871437752133443;0.030097374551084403;-0.012738304555765408;-0.6839122884305425;0.12157303980537541;-0.39678016556018486;-1.1094224399190245;-0.6435286031871962;-0.7408298015351921;-0.9786781522833169;1.0070378095235348;-0.4825288117704894;0.27064615532271186;-0.6333332828908578;0.8800238786136942;-0.41887951218100444
1;1;1.0;9500.0;1;1;136.0;1;19;38;9.0;9.0;119.3;1;0;0;1;0;1;18;0;0;8;8;7.0;13.214285714285714;0;0;8;8;7;13.214285714285714;0;12.7;3.7;-1.7;1;0.0;0.0;1.0;3.0;0.0;0.0;3.0;0.0;1.0;2.0;4.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;3.0;3.0;3.0;0.0;0.0;3.0;3.0;3.0;3.0;0.0;3.0;4.0;1.0;13.214285714285714;7.0;16;0.875;237.85714285714283;1797.142857142857;2.2523599586677343;-0.7711344461914825;1.8818429916182278;0.3556017837541262;-0.7582144882038462;1.663648908470183;-0.2646208323487768;0.42847310505550246;0.5146534657052249;0.2122359964110295;1.4622761552765324;0.8384105049569321;-0.2110858307947217;0.256692680880444;0.2273116313660194;-1.0922553687811525;0.04777137511088923;-0.5939624042953844;-0.42084816900779815;-0.4982685492822471
1;1;2.0;9853.0;1;1;133.0;1;19;37;4.0;9.0;130.2;1;0;0;1;0;0;19;0;0;6;6;0.0;0.0;0;0;6;0;0;0.0;0;12.7;3.7;-1.7;0;0.0;0.0;2.0;4.0;0.0;0.0;2.0;0.0;1.0;2.0;1.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;4.0;1.0;0.0;0.0;12;0.0;0.0;0.0;-3.2307242332487753;-1.138312356267344;0.8819456301135283;-0.1972664896971627;-1.5436088972572017;1.6670005190629635;-1.8961528554801368;1.2658640970545778;1.082028016989532;0.8643932567580659;-0.05589476832862215;0.17082797293045715;-1.166141225358184;-0.06453834247767876;0.4109617905066407;-0.010415379951054614;0.08169909579057258;-1.3041406335401349;-0.8401225902366098;0.4749671686245338
1;53;1.0;9254.0;1;1;110.0;1;1;1;4.0;7.0;111.8;1;0;0;1;0;1;21;0;0;6;7;6.0;10.571428571428571;0;0;6;8;5;11.0;0;8.9;1.4;3.51;1;0.0;3.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;2.0;3.0;1.0;0.0;0.0;2.0;3.0;2.0;1.0;0.0;1.0;3.0;4.0;10.785714285714285;5.5;12;1.0;222.0;1162.857142857143;0.39949515293775156;-0.652480190059824;-0.36519020079610837;-1.67305172077198;0.20165944809742897;-1.6249482947607212;1.5317757353800925;-0.4910649388562867;0.7691090359745055;0.8377622644663921;1.372622560904066;0.7866432636153878;-0.4517030582785866;1.8046014673342088;1.3813845035348509;-0.8131198374339453;-0.23100057171434885;1.059947622233849;-0.5749559770896334;0.41078799344336225
1;1;1.0;9085.0;1;1;149.0;1;38;37;5.0;5.0;137.1;1;0;0;1;0;1;18;0;0;5;7;4.0;13.25;0;0;5;5;5;12.0;0;10.8;1.4;1.74;1;0.0;0.0;1.0;1.0;0.0;0.0;4.0;0.0;2.0;2.0;2.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;1.0;3.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;2.0;3.0;3.0;12.625;4.5;10;0.8;238.5;1974.25;-0.1999178282952388;-1.787097711467559;1.5207271531569693;1.734903008563274;0.0013825743040840359;-0.6109552029450942;-0.6663327297567697;-1.2988977653985843;-0.7636710968463377;-0.5943699263069296;0.7622193265539036;0.9029543198023036;-0.35277508954792103;0.3166762755728472;0.4130400011421169;-0.3665179708589578;0.00929419851404769;-0.429523469794753;0.5035194975649877;-0.4351815295685306
1;1;1.0;9773.0;1;1;127.0;1;19;37;9.0;3.0;120.7;1;0;0;1;0;0;20;0;0;6;6;5.0;13.2;0;0;6;7;0;0.0;0;15.5;2.8;-4.06;0;0.0;0.0;1.0;4.0;0.0;0.0;1.0;0.0;1.0;2.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;1.0;2.0;3.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;4.0;4.0;0.0;6.6;2.5;12;0.8333333333333334;264.0;1676.3999999999999;-1.0498775372966875;-0.4633198836617104;0.24907829267287115;-0.1349091677537187;-2.03466549705027;2.2477988089741903;-0.733505750349219;0.3723538044315731;0.20805538410245017;-0.5468158133138576;-0.00736079491540476;-0.48894753618536463;-0.9475269652279049;-0.17793210485174416;0.7769844612981048;-0.6369047752038501;0.46251627416697527;-0.8924382636158906;0.33654733305699935;-0.09872786764394181
1;18;1.0;9238.0;1;1;137.0;1;19;38;5.0;8.0;137.4;1;0;0;1;0;0;18;0;0;6;10;1.0;12.0;0;0;6;14;2;11.0;0;10.8;1.4;1.74;1;0.0;2.0;1.0;2.0;0.0;0.0;3.0;0.0;1.0;2.0;2.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;3.0;0.0;2.0;0.0;0.0;2.0;4.0;1.0;1.0;0.0;2.0;3.0;3.0;11.5;1.5;12;0.16666666666666666;216.0;1644.0;0.041658715427454335;-0.3207026683776725;0.2831906198588642;0.1579854128754669;0.47451971815902677;-0.3699747650526216;-0.6154283951112404;0.3823489828619948;-1.4441365878649868;-0.5588659641024362;-0.10756471635826029;-0.36856578460132006;-1.8184047933451466;0.8616381196299658;0.3856073238742215;0.22642976800133077;-0.5679902231611242;-1.1802800492955685;-0.2117507115525747;0.37846150931583494
1;17;2.0;9500.0;1;1;135.0;1;19;1;5.0;4.0;127.3;1;0;0;1;0;0;18;0;0;7;8;7.0;13.30625;0;0;8;8;8;14.545;0;15.5;2.8;-4.06;1;0.0;2.0;2.0;3.0;0.0;0.0;3.0;0.0;1.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;3.0;3.0;3.0;0.0;0.0;3.0;3.0;3.0;4.0;0.0;4.0;4.0;0.0;13.925625;7.5;15;1.0;239.51250000000002;1796.34375;2.127040597747017;-1.2595892857627986;-1.1530613798937628;0.33440025992623307;-1.3782583147666092;1.7855350561342307;-0.5425899634193507;0.630675946110383;0.5747990954155762;0.29026035520552745;0.3550795921955816;-1.0935827313776538;0.47125412665369554;-0.23720005055871196;0.8022312036964666;-0.3057695445298376;0.4548294875278306;0.5884351018286399;0.5589246994006457;-0.2692544929682584
1;1;1.0;9130.0;1;1;137.0;1;3;19;3.0;5.0;136.3;1;0;0;1;0;0;20;0;0;5;8;4.0;12.5;0;0;5;8;4;12.25;0;10.8;1.4;1.74;1;0.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;3.0;1.0;2.0;0.0;0.0;1.0;3.0;2.0;2.0;0.0;2.0;3.0;3.0;12.375;4.0;10;0.8;250.0;1712.5;-0.24619653350926335;-1.8394063820384545;-0.7685829833499842;0.48511648036880667;0.31705907891177926;-0.9690644439283319;-0.12919807773529696;0.061770572452765314;-0.47831215173883557;-0.5643707899629179;0.5892227161520049;-0.757032222736825;-0.8451257821021265;-0.0028222155630276417;0.42885609946663816;-0.3424641834984054;-0.35438903884339146;-0.724688681367409;-0.08997499113394454;0.25419459805691985
1;1;1.0;9853.0;1;1;140.0;1;19;19;7.0;7.0;124.6;1;0;0;1;0;0;18;0;0;7;7;6.0;11.666666666666666;0;0;7;8;6;13.5;0;16.2;0.3;-0.92;1;0.0;0.0;1.0;4.0;0.0;0.0;3.0;0.0;1.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;2.0;3.0;1.0;0.0;0.0;2.0;3.0;3.0;3.0;0.0;4.0;1.0;1.0;12.583333333333332;6.0;14;0.8571428571428571;210.0;1633.3333333333333;1.3534387415445812;-1.1360037764101636;0.02990511080974942;0.4460300785985346;-0.38917603784227484;1.327293410237352;0.3043110344689622;-0.13912618286463918;0.688610007128748;0.04227382157136227;-1.0714855142873363;-0.770045905316149;-0.7767227679783101;-0.7023093449081675;0.8960404291334046;-0.6465987281544665;0.1804203755684652;-0.940954183659762;0.4961412628409831;-0.7279615349113385
1;1;3.0;8378.5;1;1;122.0;1;1;1;9.0;8.0;120.3;0;0;0;1;0;1;21;0;0;2;0;0.0;0.0;0;0;2;0;0;0.0;0;11.1;0.6;2.02;1;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;4.0;0.0;0.0;4;0.0;0.0;0.0;-5.656701884634203;-2.576519401096592;0.9620441343513148;-0.2526899704695094;0.0639264440126397;-0.5277803380756986;2.315855825981637;-0.9397771047614203;0.5246001271972556;1.5681792575963407;1.3600498081239623;-0.01690023377729624;0.29032787139353533;0.5399012467610655;-1.4604638860824741;1.1529909091173889;0.027666536529076947;0.8427276689943626;0.4920093369237897;0.7372121631056213
1;18;3.5;9556.0;1;1;127.0;1;1;38;4.0;7.0;121.8;1;0;0;1;0;0;20;0;0;7;14;7.0;11.4375;0;0;8;9;8;11.425;0;12.7;3.7;-1.7;1;0.0;2.0;2.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;4.0;3.0;1.0;0.0;0.0;3.0;3.0;3.0;1.0;0.0;3.0;4.0;1.0;11.43125;7.5;15;1.0;228.75;1452.5625;2.3398647775903623;-0.8102698497467766;-0.08003286063769366;-1.2223456608970784;-1.2690228905349694;1.2237810148450645;-1.3597339913142343;1.17597576575912;0.0260094038230754;0.4453811197515576;0.45279616041654863;-0.6399902775908147;0.39845083326629854;0.5303883706832178;0.16955191592497088;0.9674707937672052;-1.027845313185339;-0.4119719012765526;-1.1754971584521001;0.4124581025585038
1;1;3.5;9500.0;1;1;142.0;1;19;19;1.0;1.0;125.5;1;0;0;1;0;0;18;0;0;8;12;7.0;12.857142857142858;0;0;8;12;7;12.857142857142858;0;12.7;3.7;-1.7;1;0.0;0.0;2.0;3.0;0.0;0.0;4.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;4.0;3.0;3.0;0.0;0.0;3.0;4.0;3.0;3.0;0.0;3.0;4.0;1.0;12.857142857142858;7.0;16;0.875;231.42857142857144;1825.7142857142858;2.7501055602193594;-1.6985051570870024;-1.3206270202776103;-0.6221936556559836;-1.456029723443519;0.9336701058188549;-2.5451394517940327;0.6984848232634451;-0.23405850166283432;0.047193203546973754;0.5677739616680219;-0.3062627834526618;0.3398416434725043;0.25950576128214464;-0.2691687025055774;1.0963439885276465;-0.0489004319821415;-0.39698500881176557;0.4642905999083324;-0.30665114754290246
1;1;3.5;9670.0;1;1;125.0;1;1;38;4.0;7.0;114.9;1;0;0;1;0;1;19;0;0;6;8;6.0;13.375;0;0;6;7;6;12.285714285714286;0;11.1;0.6;2.02;1;0.0;0.0;2.0;4.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;3.0;3.0;3.0;0.0;0.0;2.0;2.0;3.0;2.0;0.0;2.0;2.0;4.0;12.830357142857142;6.0;12;1.0;254.125;1671.875;1.1175616233044245;-2.4553131661770915;1.1993861669583723;-1.420355222367111;-0.46465505913009997;-0.2857885903662844;0.07412104176137217;-1.110109978744738;0.6869435188477376;0.10203385547999805;-0.26834613527867923;0.5598979253574;0.5447450702997361;0.8990818291701432;-0.18706174330774097;0.6422208837459621;-0.9736820209783064;-0.5728850015188262;-0.895848519728591;0.14257900220414402
1;1;1.0;9500.0;1;1;126.0;1;19;19;3.0;7.0;123.9;0;0;0;1;0;0;19;0;0;7;8;6.0;13.296666666666669;0;0;8;9;7;14.114285714285714;0;11.1;0.6;2.02;1;0.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;3.0;3.0;3.0;0.0;0.0;3.0;3.0;3.0;4.0;0.0;2.0;2.0;4.0;13.70547619047619;6.5;15;0.8571428571428571;252.6366666666667;1675.3800000000003;1.8074351815638081;-0.5231000236543372;-0.32720629283875124;-0.38447191589491614;-0.014814338556527085;-0.7142102056929741;0.3814430139205511;-0.24744474834336724;0.8170670137389876;-0.1364723839548342;0.1413054887404437;0.1771451716967219;-1.210480936626545;-1.6135813598103024;-0.30831532538640855;0.17304764706999518;-0.11397999351866805;-0.48837436420330266;0.09460326339051335;0.3000244580604371
1;1;1.0;9238.0;1;1;151.0;1;19;38;9.0;9.0;157.0;1;0;1;1;0;1;18;0;0;6;8;5.0;11.6;0;0;6;12;4;11.0;0;7.6;2.6;0.32;1;0.0;0.0;1.0;2.0;0.0;0.0;4.0;0.0;1.0;2.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;3.0;2.0;1.0;0.0;0.0;2.0;4.0;2.0;1.0;0.0;0.0;4.0;2.0;11.3;4.5;12;0.8333333333333334;208.79999999999998;1751.6;0.5317230840896469;-0.8398652045699406;1.7148128553517;1.5665504648637567;2.7076347131625575;0.6058680512609786;-1.6016973552262324;-0.37482289231063615;-0.6194024336867152;-0.921528587966107;1.396118132017531;0.4452983372999098;-0.33750441529096503;1.1426953576180274;-0.14837772337961605;-0.0556042622430318;1.7170467547078276;-0.7416371082676614;-1.2965755281427889;0.6494201353997032
